Nama;Gender;Tinggal_Dengan;Status_Kerja;Biaya;Tgl_Daftar_Kuliah;Alamat;UKM;Organisasi_Kampus;Lama_Kuliah;Fakultas
Rocco Gates;Pria;Orang Tua;Belum;Kosong;2008;Serang;Tidak;Ya;6,5;FIKOM
Rocco Gordon;Wanita;Kos;Belum;Kosong;2007;Jakarta;UKM_4;Tidak;4,5;FTI
Rocco Hall;Wanita;Orang Tua;Belum;Beasiswa;2007;Bogor;UKM_3;Tidak;6;DKV
Rocco Hammond;Wanita;Orang Tua;Belum;Orang Tua;2007;Bekasi;Tidak;Tidak;3,5;FT
Rocco Hill;Wanita;Orang Tua;Bekerja;Kosong;2008;Bogor;UKM_2;Tidak;7;DKV
Rocco Hobbs;Pria;Kosong;Bekerja;Kosong;2007;Jakarta;UKM_4;Ya;5;FT
Rocco Hobson;Pria;Orang Tua;Bekerja;Beasiswa;2009;Serang;UKM_3;Ya;6;FTI
Rocco Ingram;Pria;Orang Tua;Belum;Beasiswa;2008;Jakarta;UKM_3;Ya;5;FIKOM
Rocco Knight;Pria;Orang Tua;Bekerja;Kosong;2008;Jakarta;UKM_2;Tidak;5;FTI
Rocco Lane;Wanita;Orang Tua;Bekerja;Kosong;2007;Tangerang;UKM_2;Ya;4,5;FIKOM
Rocco Lindop;Pria;Kos;Belum;Kosong;2009;Serang;UKM_2;Tidak;4,5;FTI
Rocco Logan;Pria;Kosong;Belum;Beasiswa;2007;Karawang;UKM_2;Ya;4,5;FISIP
Rocco Lomax;Pria;Kosong;Bekerja;Beasiswa;2008;Jakarta;UKM_1;Ya;3,5;FIKOM
Rocco Mcgee;Wanita;Kos;Bekerja;Beasiswa;2007;Serang;UKM_3;Ya;7;FISIP
Rocco Parker;Pria;Kos;Belum;Beasiswa;2008;Bekasi;UKM_2;Tidak;4;FISIP
Rocco Pratt;Pria;Orang Tua;Bekerja;Kosong;2009;Tangerang;UKM_3;Tidak;3,5;FT
Rocco Rainford;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Jakarta;UKM_2;Ya;7;DKV
Rocco Randall;Pria;Kos;Belum;Kosong;2009;Bogor;Tidak;Ya;6;FIKOM
Rocco Reyes;Wanita;Kosong;Bekerja;Beasiswa;2009;Bogor;Tidak;Tidak;7;FIKOM
Rocco Rixon;Pria;Kosong;Belum;Kosong;2007;Bogor;UKM_1;Tidak;6,5;DKV
Rocco Rose;Wanita;Kos;Bekerja;Kosong;2007;Karawang;Tidak;Tidak;5;FTI
Rocco Rossi;Pria;Orang Tua;Bekerja;Beasiswa;2009;Karawang;Tidak;Ya;5;FTI
Rocco Samuel;Wanita;Kosong;Belum;Beasiswa;2009;Karawang;UKM_2;Ya;4;FIKOM
Rocco Savage;Wanita;Kos;Bekerja;Orang Tua;2008;Tangerang;UKM_4;Tidak;6;FT
Rocco Scott;Pria;Kos;Belum;Orang Tua;2009;Tangerang;UKM_3;Ya;4;FT
Rocco Skinner;Pria;Kos;Bekerja;Beasiswa;2008;Bogor;UKM_3;Ya;5;FT
Rocco Snell;Wanita;Kos;Belum;Orang Tua;2008;Serang;UKM_4;Tidak;6,5;FTI
Rocco Spencer;Pria;Orang Tua;Belum;Beasiswa;2008;Tangerang;UKM_4;Ya;6,5;FIKOM
Rocco Stewart;Pria;Orang Tua;Belum;Kosong;2008;Bogor;Tidak;Tidak;5,5;FIKOM
Rocco Swan;Wanita;Kos;Belum;Kosong;2009;Karawang;Tidak;Tidak;5,5;FIKOM
Rocco Thompson;Pria;Kosong;Bekerja;Kosong;2009;Serang;UKM_2;Tidak;5,5;FTI
Rocco Walsh;Pria;Kosong;Bekerja;Kosong;2008;Tangerang;UKM_1;Ya;5;FIKOM
Rocco Ward;Pria;Kos;Bekerja;Beasiswa;2008;Tangerang;UKM_4;Tidak;6,5;FISIP
Rocco Whitmore;Wanita;Kosong;Bekerja;Orang Tua;2008;Bekasi;UKM_4;Tidak;3,5;FISIP
Rocco Wood;Pria;Orang Tua;Bekerja;Orang Tua;2007;Serang;UKM_1;Ya;5,5;FISIP
Rocco Woods;Pria;Kos;Bekerja;Kosong;2007;Bekasi;UKM_3;Tidak;3,5;FTI
Rocco Wright;Wanita;Orang Tua;Belum;Beasiswa;2007;Bogor;UKM_4;Ya;6;FIKOM
Roger Allcott;Pria;Orang Tua;Belum;Kosong;2007;Karawang;UKM_2;Tidak;4,5;DKV
Roger Avery;Wanita;Kosong;Bekerja;Orang Tua;2007;Jakarta;UKM_4;Tidak;5,5;FISIP
Roger Bayliss;Pria;Kosong;Belum;Beasiswa;2009;Bogor;UKM_3;Ya;4;DKV
Roger Bradshaw;Pria;Kosong;Bekerja;Kosong;2009;Serang;UKM_3;Tidak;6,5;FTI
Roger Brennan;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Serang;Tidak;Ya;4,5;FIKOM
Roger Clifford;Pria;Kos;Bekerja;Beasiswa;2009;Tangerang;UKM_1;Ya;6;DKV
Roger Dillon;Pria;Orang Tua;Bekerja;Kosong;2008;Serang;UKM_2;Ya;4,5;FT
Roger Donnelly;Pria;Orang Tua;Belum;Beasiswa;2008;Bogor;UKM_1;Tidak;6;FISIP
Roger Donovan;Pria;Orang Tua;Bekerja;Kosong;2009;Karawang;UKM_2;Ya;4,5;FISIP
Roger Edmonds;Wanita;Kos;Bekerja;Beasiswa;2008;Bogor;UKM_4;Tidak;4,5;FISIP
Roger Flynn;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;Tidak;Ya;6,5;DKV
Roger Fox;Wanita;Kos;Belum;Kosong;2009;Tangerang;UKM_3;Ya;6;FISIP
Roger Gilmore;Wanita;Kos;Bekerja;Beasiswa;2007;Tangerang;UKM_2;Ya;6;FT
Roger Gordon;Wanita;Orang Tua;Belum;Beasiswa;2009;Serang;UKM_1;Tidak;4,5;FT
Roger Grady;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Tangerang;Tidak;Tidak;4;FTI
Roger Hancock;Pria;Kosong;Bekerja;Kosong;2009;Serang;Tidak;Tidak;7;FIKOM
Roger Hudson;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;UKM_2;Ya;6;FIKOM
Roger Ingham;Pria;Kosong;Belum;Kosong;2008;Bogor;Tidak;Tidak;7;FISIP
Roger Isaac;Wanita;Kosong;Belum;Kosong;2008;Bogor;UKM_3;Ya;4,5;FISIP
Roger James;Wanita;Kosong;Belum;Orang Tua;2009;Serang;UKM_4;Ya;7;FIKOM
Roger Kelly;Pria;Kos;Bekerja;Orang Tua;2007;Tangerang;UKM_1;Tidak;5,5;FIKOM
Roger Kennedy;Wanita;Kos;Belum;Orang Tua;2008;Karawang;UKM_4;Tidak;6;FTI
Roger Lloyd;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;UKM_4;Ya;4;FISIP
Roger Martin;Pria;Orang Tua;Belum;Kosong;2008;Jakarta;UKM_3;Ya;7;FISIP
Roger Mcguire;Pria;Orang Tua;Belum;Beasiswa;2009;Bekasi;UKM_3;Ya;6,5;FTI
Roger Mcleod;Wanita;Orang Tua;Bekerja;Kosong;2009;Serang;UKM_2;Tidak;3,5;FIKOM
Roger Miller;Wanita;Kosong;Belum;Beasiswa;2008;Tangerang;Tidak;Ya;7;FT
Roger Moore;Wanita;Orang Tua;Belum;Kosong;2009;Serang;UKM_3;Ya;7;FT
Roger Morley;Pria;Orang Tua;Bekerja;Kosong;2008;Karawang;UKM_3;Tidak;5,5;FT
Roger Mould;Wanita;Kos;Belum;Kosong;2009;Karawang;UKM_3;Ya;7;FTI
Roger Murphy;Pria;Kosong;Bekerja;Kosong;2008;Tangerang;UKM_4;Tidak;6,5;FTI
Roger Nayler;Pria;Orang Tua;Bekerja;Beasiswa;2009;Karawang;UKM_1;Ya;3,5;FTI
Roger Owen;Wanita;Kosong;Belum;Kosong;2008;Serang;UKM_2;Tidak;5;FIKOM
Roger Phillips;Wanita;Kosong;Belum;Orang Tua;2007;Jakarta;UKM_3;Tidak;4;FISIP
Roger Quinn;Pria;Kosong;Bekerja;Kosong;2009;Tangerang;Tidak;Ya;6;FIKOM
Roger Reid;Wanita;Kos;Belum;Kosong;2007;Bekasi;Tidak;Ya;6;FIKOM
Roger Reynolds;Wanita;Kos;Bekerja;Kosong;2009;Serang;UKM_2;Ya;4,5;FIKOM
Roger Rivers;Pria;Orang Tua;Bekerja;Orang Tua;2009;Tangerang;Tidak;Ya;4;FISIP
Roger Robertson;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Karawang;UKM_1;Tidak;7;DKV
Roger Rodwell;Wanita;Kos;Belum;Kosong;2009;Karawang;UKM_1;Ya;6;FT
Roger Rose;Wanita;Orang Tua;Belum;Beasiswa;2007;Bogor;UKM_2;Tidak;5;DKV
Roger Rothwell;Wanita;Orang Tua;Belum;Orang Tua;2008;Bogor;UKM_2;Ya;6,5;FISIP
Roger Ryan;Pria;Kos;Bekerja;Kosong;2009;Serang;UKM_4;Tidak;4;FTI
Roger Saunders;Wanita;Kos;Belum;Orang Tua;2008;Karawang;UKM_1;Ya;5;FTI
Roger Shaw;Wanita;Kos;Belum;Beasiswa;2007;Bekasi;UKM_3;Tidak;3,5;FIKOM
Roger Tennant;Pria;Kosong;Belum;Kosong;2009;Bogor;UKM_4;Tidak;3,5;FIKOM
Roger Turner;Wanita;Kosong;Bekerja;Beasiswa;2007;Serang;UKM_3;Tidak;4,5;FT
Ron Abbey;Pria;Kos;Bekerja;Orang Tua;2008;Jakarta;UKM_2;Tidak;3,5;FT
Ron Alldridge;Pria;Kosong;Belum;Beasiswa;2009;Bogor;UKM_1;Ya;5,5;FTI
Ron Attwood;Wanita;Kosong;Bekerja;Beasiswa;2009;Karawang;UKM_4;Tidak;7;FT
Ron Baxter;Wanita;Kos;Bekerja;Beasiswa;2008;Karawang;UKM_3;Tidak;3,5;FTI
Ron Bell;Pria;Kos;Bekerja;Beasiswa;2007;Serang;UKM_4;Ya;7;DKV
Ron Clifford;Pria;Orang Tua;Belum;Beasiswa;2009;Bekasi;Tidak;Ya;5;DKV
Ron Dixon;Pria;Orang Tua;Belum;Kosong;2009;Jakarta;UKM_4;Ya;5;FIKOM
Ron Downing;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Bekasi;UKM_3;Tidak;6;FISIP
Ron Dowson;Pria;Kosong;Belum;Beasiswa;2009;Karawang;Tidak;Tidak;3,5;FT
Ron Drew;Wanita;Kos;Bekerja;Orang Tua;2009;Bekasi;UKM_2;Tidak;5,5;DKV
Ron Eastwood;Pria;Kosong;Bekerja;Orang Tua;2008;Bogor;UKM_3;Ya;6,5;FISIP
Ron Egerton;Pria;Kos;Bekerja;Kosong;2008;Bekasi;UKM_2;Ya;5;FT
Ron Fox;Pria;Orang Tua;Bekerja;Kosong;2007;Serang;UKM_1;Tidak;7;FT
Ron Gordon;Wanita;Kosong;Belum;Orang Tua;2008;Bogor;Tidak;Ya;6,5;FT
Ron Gunn;Pria;Kosong;Bekerja;Beasiswa;2009;Karawang;UKM_4;Tidak;4;FTI
Ron Jeffery;Wanita;Orang Tua;Belum;Beasiswa;2007;Karawang;UKM_3;Tidak;4,5;FTI
Ron Judd;Pria;Kosong;Belum;Beasiswa;2007;Tangerang;Tidak;Ya;4,5;FISIP
Ron Leigh;Pria;Orang Tua;Belum;Kosong;2008;Bogor;Tidak;Tidak;7;FISIP
Ron Lewin;Pria;Orang Tua;Bekerja;Kosong;2008;Bekasi;UKM_4;Tidak;4;DKV
Ron Little;Wanita;Kosong;Belum;Kosong;2007;Serang;UKM_4;Tidak;6,5;DKV
Ron Mould;Pria;Kos;Belum;Beasiswa;2009;Tangerang;UKM_1;Tidak;5,5;FTI
Ron Mullins;Pria;Kos;Belum;Kosong;2008;Karawang;UKM_4;Tidak;5,5;DKV
Ron Newman;Pria;Kos;Bekerja;Orang Tua;2007;Tangerang;UKM_3;Ya;5,5;FT
Ron Oliver;Pria;Orang Tua;Bekerja;Beasiswa;2008;Jakarta;UKM_4;Tidak;6;FISIP
Ron Owen;Wanita;Orang Tua;Belum;Orang Tua;2009;Jakarta;UKM_4;Tidak;5;FTI
Ron Parker;Wanita;Kos;Bekerja;Kosong;2009;Jakarta;UKM_1;Tidak;4,5;FISIP
Ron Pierce;Wanita;Kos;Bekerja;Orang Tua;2007;Karawang;Tidak;Tidak;6,5;DKV
Ron Radcliffe;Pria;Orang Tua;Bekerja;Kosong;2007;Bogor;UKM_2;Tidak;4;FTI
Ron Redwood;Wanita;Kos;Belum;Beasiswa;2009;Bekasi;Tidak;Tidak;7;FT
Ron Reid;Wanita;Kosong;Belum;Kosong;2007;Jakarta;UKM_2;Ya;5;FT
Ron Richards;Pria;Kos;Bekerja;Orang Tua;2009;Jakarta;UKM_3;Tidak;4,5;DKV
Ron Rodwell;Pria;Orang Tua;Belum;Kosong;2007;Karawang;UKM_4;Ya;4,5;DKV
Ron Rothwell;Wanita;Orang Tua;Belum;Kosong;2007;Jakarta;UKM_3;Ya;6;FISIP
Ron Ryan;Pria;Orang Tua;Bekerja;Orang Tua;2009;Karawang;UKM_1;Tidak;6,5;FT
Ron Simmons;Pria;Orang Tua;Belum;Kosong;2008;Jakarta;UKM_2;Ya;4,5;FTI
Ron Squire;Wanita;Kos;Bekerja;Beasiswa;2007;Karawang;UKM_1;Tidak;4,5;DKV
Ron Stone;Wanita;Kos;Belum;Orang Tua;2007;Serang;UKM_3;Tidak;4;FT
Ron Tennant;Pria;Orang Tua;Bekerja;Beasiswa;2008;Jakarta;UKM_1;Ya;6,5;DKV
Ron Utterson;Wanita;Kosong;Bekerja;Beasiswa;2007;Karawang;UKM_1;Ya;5;FIKOM
Ron Vaughn;Pria;Kos;Bekerja;Beasiswa;2009;Tangerang;Tidak;Ya;6,5;FTI
Ron Ventura;Wanita;Orang Tua;Belum;Kosong;2007;Karawang;UKM_4;Tidak;6;FISIP
Ron Whinter;Pria;Kos;Belum;Orang Tua;2007;Tangerang;UKM_2;Ya;6;DKV
Ron Wright;Wanita;Kosong;Belum;Beasiswa;2007;Serang;UKM_1;Tidak;7;FTI
Ron Young;Wanita;Kosong;Bekerja;Orang Tua;2008;Karawang;UKM_4;Ya;5;FT
Ronald Adler;Wanita;Kos;Bekerja;Kosong;2008;Tangerang;Tidak;Tidak;7;FISIP
Ronald Alexander;Pria;Kosong;Belum;Beasiswa;2007;Jakarta;UKM_2;Tidak;6,5;DKV
Ronald Appleton;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Bogor;Tidak;Tidak;4,5;FT
Ronald Atkinson;Wanita;Kosong;Belum;Beasiswa;2008;Tangerang;UKM_1;Ya;4,5;FTI
Ronald Bayliss;Wanita;Kosong;Belum;Orang Tua;2009;Bogor;Tidak;Tidak;6;FIKOM
Ronald Brennan;Pria;Kos;Bekerja;Kosong;2009;Tangerang;Tidak;Ya;6,5;FT
Ronald Carter;Wanita;Kosong;Belum;Kosong;2008;Serang;UKM_3;Tidak;4,5;FISIP
Ronald Collins;Pria;Kosong;Bekerja;Orang Tua;2009;Tangerang;UKM_3;Tidak;4,5;FTI
Ronald Devonport;Pria;Kosong;Bekerja;Beasiswa;2009;Karawang;UKM_4;Ya;7;FTI
Ronald Drake;Wanita;Kos;Bekerja;Orang Tua;2009;Bogor;UKM_1;Tidak;3,5;DKV
Ronald Durrant;Pria;Orang Tua;Belum;Beasiswa;2007;Tangerang;UKM_4;Tidak;4;FT
Ronald Dwyer;Pria;Kos;Belum;Kosong;2008;Bogor;Tidak;Ya;3,5;FISIP
Ronald Exton;Pria;Kos;Belum;Beasiswa;2008;Karawang;UKM_1;Tidak;5,5;FTI
Ronald Franks;Pria;Kos;Bekerja;Beasiswa;2008;Karawang;UKM_4;Tidak;5,5;FISIP
Ronald Garner;Pria;Kos;Bekerja;Beasiswa;2007;Karawang;UKM_4;Ya;6;FISIP
Ronald Gaynor;Pria;Kosong;Belum;Beasiswa;2007;Bogor;UKM_3;Tidak;7;DKV
Ronald Gilbert;Pria;Kos;Bekerja;Orang Tua;2008;Bogor;UKM_1;Tidak;5,5;FTI
Ronald Goodman;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;UKM_1;Tidak;6;DKV
Ronald Harper;Pria;Orang Tua;Bekerja;Kosong;2009;Karawang;UKM_3;Tidak;7;FISIP
Ronald Hooper;Wanita;Kosong;Bekerja;Orang Tua;2008;Bogor;UKM_1;Ya;6;FT
Ronald Hopkinson;Pria;Kosong;Bekerja;Orang Tua;2008;Jakarta;Tidak;Tidak;5;FISIP
Ronald Horton;Wanita;Kosong;Belum;Beasiswa;2009;Jakarta;UKM_1;Ya;7;FT
Ronald James;Wanita;Kosong;Bekerja;Kosong;2009;Karawang;Tidak;Tidak;5;FT
Ronald Janes;Pria;Kos;Belum;Orang Tua;2009;Karawang;UKM_3;Tidak;4,5;FT
Ronald Khan;Pria;Orang Tua;Belum;Beasiswa;2009;Bogor;UKM_2;Ya;4;FT
Ronald Leslie;Pria;Kosong;Bekerja;Kosong;2007;Serang;UKM_2;Ya;5;DKV
Ronald Mason;Pria;Kos;Bekerja;Kosong;2009;Karawang;UKM_1;Ya;4,5;DKV
Ronald Mccormick;Wanita;Kos;Bekerja;Beasiswa;2009;Serang;UKM_3;Ya;6;FISIP
Ronald Michael;Wanita;Kosong;Bekerja;Kosong;2009;Jakarta;UKM_3;Ya;4,5;DKV
Ronald Myatt;Wanita;Kos;Belum;Beasiswa;2007;Tangerang;UKM_4;Tidak;4;FIKOM
Ronald Nicolas;Pria;Kosong;Bekerja;Orang Tua;2009;Tangerang;Tidak;Ya;6,5;DKV
Ronald Norris;Wanita;Kos;Bekerja;Kosong;2009;Bogor;UKM_1;Ya;6,5;FISIP
Ronald Oliver;Wanita;Kosong;Bekerja;Beasiswa;2007;Jakarta;UKM_2;Ya;7;FIKOM
Ronald Pickard;Wanita;Kosong;Belum;Beasiswa;2009;Serang;Tidak;Ya;4,5;FT
Ronald Pratt;Pria;Kosong;Bekerja;Orang Tua;2007;Bekasi;UKM_1;Tidak;5;FIKOM
Ronald Quinton;Pria;Kos;Bekerja;Kosong;2008;Jakarta;UKM_3;Tidak;3,5;FTI
Ronald Radley;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Karawang;UKM_1;Tidak;6;FTI
Ronald Rosenbloom;Wanita;Kosong;Bekerja;Beasiswa;2008;Jakarta;UKM_4;Tidak;4;FT
Ronald Saunders;Wanita;Kos;Bekerja;Beasiswa;2007;Bekasi;UKM_1;Tidak;5;FISIP
Ronald Stewart;Pria;Kosong;Belum;Kosong;2008;Serang;UKM_1;Tidak;3,5;FTI
Ronald Tait;Pria;Orang Tua;Bekerja;Kosong;2008;Bogor;UKM_2;Tidak;5;FTI
Ronald Thatcher;Wanita;Orang Tua;Bekerja;Kosong;2009;Karawang;UKM_1;Ya;7;FTI
Ronald Truscott;Wanita;Kos;Bekerja;Orang Tua;2008;Jakarta;UKM_3;Ya;6;FT
Ronald Turner;Pria;Orang Tua;Belum;Kosong;2008;Bogor;UKM_2;Ya;7;FISIP
Ronald Vallins;Pria;Kos;Belum;Orang Tua;2007;Jakarta;UKM_1;Ya;4,5;FIKOM
Ronald Weatcroft;Pria;Orang Tua;Bekerja;Beasiswa;2009;Serang;UKM_3;Ya;3,5;FT
Ronald Zaoui;Wanita;Kosong;Belum;Orang Tua;2007;Tangerang;Tidak;Ya;3,5;FISIP
Rosa Buckley;Wanita;Kosong;Belum;Orang Tua;2008;Bogor;UKM_2;Tidak;4;FTI
Rosa Carter;Wanita;Kos;Belum;Orang Tua;2009;Bekasi;Tidak;Tidak;5;DKV
Rosa Casey;Wanita;Kos;Bekerja;Kosong;2007;Tangerang;UKM_1;Ya;6;FISIP
Rosa Corbett;Pria;Orang Tua;Belum;Beasiswa;2008;Bogor;UKM_4;Tidak;4;FT
Rosa Daniells;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Serang;UKM_2;Tidak;7;DKV
Rosa Davies;Pria;Kos;Bekerja;Beasiswa;2009;Karawang;UKM_2;Ya;5,5;FTI
Rosa Fenton;Wanita;Orang Tua;Belum;Kosong;2007;Bogor;UKM_4;Ya;6,5;FIKOM
Rosa Forester;Pria;Orang Tua;Bekerja;Beasiswa;2009;Karawang;UKM_3;Tidak;5;FIKOM
Rosa Kirby;Wanita;Orang Tua;Belum;Kosong;2009;Jakarta;UKM_2;Ya;7;FTI
Rosa Knott;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Bogor;UKM_4;Tidak;4,5;FT
Rosa Murphy;Wanita;Kosong;Belum;Orang Tua;2008;Tangerang;UKM_4;Tidak;6,5;FIKOM
Rosa Nelson;Pria;Kos;Bekerja;Beasiswa;2009;Jakarta;UKM_2;Ya;4,5;DKV
Rosa Reynolds;Wanita;Kosong;Belum;Kosong;2007;Tangerang;Tidak;Ya;5;FTI
Rosa Rodgers;Pria;Kosong;Belum;Beasiswa;2009;Bogor;UKM_2;Tidak;5,5;FT
Rosa Russell;Pria;Kos;Belum;Orang Tua;2008;Karawang;UKM_3;Tidak;4;FISIP
Rosa Snell;Wanita;Kos;Bekerja;Kosong;2008;Jakarta;UKM_3;Tidak;7;DKV
Rosa Williams;Pria;Orang Tua;Bekerja;Kosong;2007;Serang;Tidak;Tidak;4;DKV
Rosalee Ballard;Wanita;Kosong;Bekerja;Kosong;2009;Bekasi;UKM_1;Tidak;6,5;FISIP
Rosalee Carter;Pria;Orang Tua;Bekerja;Beasiswa;2009;Tangerang;UKM_2;Tidak;5;DKV
Rosalee Casey;Wanita;Kosong;Belum;Kosong;2007;Tangerang;UKM_1;Tidak;6;FT
Rosalee Cowan;Wanita;Kos;Belum;Kosong;2007;Karawang;UKM_2;Tidak;5,5;FT
Rosalee Duvall;Pria;Kos;Bekerja;Beasiswa;2009;Serang;UKM_2;Ya;5;FT
Rosalee Ellison;Pria;Kosong;Bekerja;Kosong;2009;Tangerang;UKM_3;Ya;5;FIKOM
Rosalee Emmott;Pria;Kos;Belum;Kosong;2007;Serang;UKM_2;Tidak;6;FT
Rosalee Hope;Pria;Orang Tua;Belum;Beasiswa;2008;Karawang;UKM_4;Ya;6,5;FT
Rosalee Huggins;Pria;Orang Tua;Belum;Orang Tua;2007;Jakarta;Tidak;Tidak;4,5;FISIP
Rosalee Johnson;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Karawang;UKM_2;Tidak;4;FISIP
Rosalee Kelly;Wanita;Kos;Belum;Beasiswa;2008;Karawang;UKM_4;Ya;4,5;FTI
Rosalee Latham;Pria;Kosong;Belum;Beasiswa;2008;Serang;UKM_4;Tidak;4,5;FISIP
Rosalee Locke;Wanita;Kosong;Bekerja;Kosong;2007;Karawang;UKM_1;Ya;7;FIKOM
Rosalee Lynn;Wanita;Kosong;Bekerja;Beasiswa;2007;Karawang;UKM_3;Ya;6,5;FIKOM
Rosalee Power;Pria;Kosong;Bekerja;Kosong;2008;Bekasi;UKM_4;Tidak;6;FT
Rosalee Redwood;Pria;Kos;Belum;Kosong;2007;Karawang;UKM_1;Ya;5;DKV
Rosalee Robe;Pria;Kos;Bekerja;Beasiswa;2008;Serang;Tidak;Ya;5;FTI
Rosalee Sheldon;Pria;Kos;Belum;Beasiswa;2009;Karawang;Tidak;Tidak;5,5;FTI
Rosalee Stanley;Wanita;Orang Tua;Belum;Kosong;2009;Karawang;Tidak;Tidak;6;FIKOM
Rosalee Stewart;Pria;Kosong;Belum;Orang Tua;2009;Karawang;UKM_1;Tidak;3,5;FT
Rosalee Tindall;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;UKM_4;Tidak;3,5;FIKOM
Rosalee Truscott;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Tangerang;UKM_1;Ya;4,5;FT
Rosalee Vane;Wanita;Kos;Bekerja;Beasiswa;2008;Jakarta;UKM_4;Tidak;3,5;FISIP
Rosalee Wallace;Pria;Orang Tua;Bekerja;Beasiswa;2007;Jakarta;UKM_2;Ya;3,5;FISIP
Rosalee Walsh;Pria;Kosong;Bekerja;Orang Tua;2007;Serang;Tidak;Ya;6,5;FIKOM
Rosalee Woodcock;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Karawang;UKM_1;Tidak;7;FT
Rosalie Armstrong;Wanita;Kosong;Belum;Kosong;2009;Jakarta;UKM_4;Tidak;4,5;DKV
Rosalie Callan;Pria;Kosong;Belum;Beasiswa;2008;Bogor;Tidak;Tidak;4,5;FISIP
Rosalie Coates;Pria;Kosong;Belum;Orang Tua;2008;Bogor;UKM_2;Ya;7;FT
Rosalie Giles;Wanita;Orang Tua;Belum;Beasiswa;2008;Bekasi;UKM_4;Ya;3,5;FT
Rosalie Hammond;Wanita;Kos;Bekerja;Kosong;2009;Serang;UKM_3;Tidak;4,5;FIKOM
Rosalie Jackson;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Tangerang;UKM_1;Ya;5,5;FIKOM
Rosalie Lunt;Pria;Kos;Bekerja;Orang Tua;2007;Bogor;UKM_4;Ya;6;DKV
Rosalie Patel;Pria;Kos;Belum;Orang Tua;2007;Karawang;UKM_4;Ya;4,5;FT
Rosalie Robertson;Pria;Kosong;Bekerja;Orang Tua;2009;Serang;UKM_3;Ya;4,5;FT
Rosalie Rogan;Wanita;Kosong;Bekerja;Beasiswa;2009;Bekasi;UKM_4;Tidak;5,5;FTI
Rosalie Salt;Wanita;Orang Tua;Bekerja;Kosong;2009;Bekasi;UKM_1;Tidak;6;DKV
Rosalie Sawyer;Pria;Orang Tua;Belum;Kosong;2008;Tangerang;UKM_1;Ya;7;FT
Rosalie Sherry;Wanita;Kos;Belum;Kosong;2008;Serang;UKM_3;Tidak;4;FTI
Rosalie Shields;Pria;Kos;Bekerja;Beasiswa;2009;Tangerang;Tidak;Tidak;6,5;FT
Rosalie Vincent;Pria;Kosong;Bekerja;Kosong;2009;Tangerang;Tidak;Tidak;4,5;FIKOM
Rosalie Young;Pria;Kos;Bekerja;Orang Tua;2008;Bekasi;UKM_3;Tidak;6;FIKOM
Rosalyn Button;Pria;Orang Tua;Belum;Beasiswa;2009;Jakarta;UKM_2;Ya;7;FT
Rosalyn Driscoll;Pria;Kos;Belum;Beasiswa;2008;Bogor;UKM_3;Tidak;4;FIKOM
Rosalyn Eastwood;Pria;Orang Tua;Belum;Kosong;2009;Jakarta;UKM_1;Ya;3,5;FTI
Rosalyn Forth;Wanita;Kosong;Bekerja;Orang Tua;2009;Serang;UKM_1;Ya;4,5;FT
Rosalyn Keys;Wanita;Kosong;Bekerja;Kosong;2008;Serang;UKM_3;Tidak;3,5;FIKOM
Rosalyn Ralph;Pria;Kos;Belum;Orang Tua;2009;Bogor;Tidak;Tidak;6;FTI
Rosalyn Rixon;Pria;Orang Tua;Belum;Beasiswa;2007;Karawang;Tidak;Tidak;4,5;FIKOM
Rosalyn Rodgers;Wanita;Orang Tua;Belum;Beasiswa;2008;Jakarta;UKM_4;Ya;4,5;FISIP
Rosalyn Warren;Pria;Kosong;Bekerja;Beasiswa;2009;Jakarta;UKM_2;Ya;5,5;FIKOM
Rosalyn Weston;Wanita;Orang Tua;Belum;Beasiswa;2007;Karawang;UKM_3;Tidak;4,5;DKV
Rosalyn Yarlett;Pria;Orang Tua;Bekerja;Orang Tua;2007;Serang;UKM_4;Ya;4;DKV
Rose Attwood;Pria;Kosong;Bekerja;Beasiswa;2009;Bogor;UKM_2;Tidak;4,5;FT
Rose Bennett;Pria;Kos;Bekerja;Beasiswa;2009;Karawang;UKM_3;Ya;7;FIKOM
Rose Clarke;Pria;Kosong;Bekerja;Orang Tua;2008;Serang;UKM_4;Tidak;6,5;FT
Rose Gallacher;Wanita;Kosong;Bekerja;Beasiswa;2008;Jakarta;UKM_4;Tidak;6;FIKOM
